,syntax_penn_tok2,syntax_penn_lem2,lexical_tok2,lexical_lem2,condition_info
0,0.8017104298484888,0.8017104298484888,0.30617678207175525,0.33049676398616157,dyad12-cond1.txt
1,0.6657953062615154,0.6657953062615154,0.3019073095325799,0.37502830936477816,dyad14-cond1.txt
2,0.5988068905120605,0.5988068905120605,0.2465018490186497,0.2350128538298254,dyad15-cond1.txt
3,0.6738584478686876,0.6738584478686876,0.10924917380624713,0.11800858000771268,dyad16-cond1.txt
4,0.7933311595380305,0.7933311595380305,0.4352853701850092,0.46702591095136453,dyad17-cond1.txt
5,0.6747509842561948,0.6747509842561948,0.28882989379790475,0.33622077832769187,dyad18-cond1.txt
6,0.7001549788128805,0.7001549788128805,0.2240399992345589,0.2739744989648661,dyad19-cond1.txt
7,0.7882212970129537,0.7882212970129537,0.2967479879502653,0.3334282131408312,dyad20-cond1.txt
8,0.8957064689353197,0.8957064689353197,0.4354666742949363,0.469813617978506,dyad21-cond1.txt
9,0.6327641319890929,0.6327641319890929,0.22570570137850118,0.26514390667749954,dyad23-cond1.txt
10,0.8641944173163335,0.8641944173163335,0.4541043100591596,0.4972134746041665,dyad24-cond1.txt
11,0.7570990061719307,0.7570990061719307,0.308291326323119,0.3300244799964135,dyad25-cond1.txt
12,0.8311550348493169,0.8311550348493169,0.48802191863960687,0.5235629409946096,dyad26-cond1.txt
13,0.8128349582403899,0.8128349582403899,0.3878872065666632,0.4541005037866748,dyad27-cond1.txt
14,0.7767083811831849,0.7767083811831849,0.16670688417007345,0.20128334096946845,dyad28-cond1.txt
15,0.8635943295989212,0.8635943295989212,0.3830560219233935,0.40960505274542447,dyad29-cond1.txt
16,0.7305097003735791,0.7305097003735791,0.32871042405436973,0.3663072450641408,dyad30-cond1.txt
17,0.7628593515905769,0.7628593515905769,0.36576742106783056,0.39509298568715245,dyad31-cond1.txt
18,0.8052416327624606,0.8052416327624606,0.3774566677407131,0.4082203890144063,dyad32-cond1.txt
19,0.858136244768305,0.858136244768305,0.39617213853642996,0.4199913848804643,dyad33-cond1.txt
20,0.8677955098161384,0.8677955098161384,0.6199669627158754,0.6383129777753753,dyad34-cond1.txt
21,0.8233385939798995,0.8233385939798995,0.33960155285915494,0.38209925815297807,dyad35-cond1.txt
22,0.8816298972587662,0.8816298972587662,0.5513881962424307,0.5802043937913581,dyad36-cond1.txt
23,0.8836243543523216,0.8836243543523216,0.5017105805529276,0.5428243004332924,dyad37-cond1.txt
24,0.7175769409787287,0.7175769409787287,0.272473856384177,0.32530224934293434,dyad38-cond1.txt
25,0.8374985105744268,0.8374985105744268,0.46204416185485087,0.5142181128673482,dyad39-cond1.txt
26,0.8954764162502301,0.8954764162502301,0.379063252314266,0.4118881415604686,dyad40-cond1.txt
27,0.7837073059522098,0.7837073059522098,0.42806379056629107,0.4925199027552783,dyad41-cond1.txt
28,0.47796726085130964,0.47796726085130964,0.15992325525180034,0.17402197705557615,dyad42-cond1.txt
29,0.7919429654966887,0.7919429654966887,0.29817913796258005,0.3118146695952236,dyad43-cond1.txt
30,0.6313521536539765,0.6313521536539765,0.20370986302250882,0.2052086242802688,dyad44-cond1.txt
31,0.7200351219245034,0.7200351219245034,0.28920846507859216,0.3387405247106618,dyad45-cond1.txt
32,0.8669715136714398,0.8669715136714398,0.4113864144813785,0.4426968451037416,dyad46-cond1.txt
33,0.8023045396148962,0.8023045396148962,0.3672247373280748,0.3940889736792383,dyad47-cond1.txt
34,0.8041629013836503,0.8041629013836503,0.40629198923143517,0.4441637757550546,dyad48-cond1.txt
35,0.8172098624172223,0.8172098624172223,0.31616602954924566,0.3577337340360449,dyad49-cond1.txt
36,0.8252049267231181,0.8252049267231181,0.5040896590700009,0.5317997357431372,dyad5-cond1.txt
37,0.5101923376554893,0.5101923376554893,0.21259546925389272,0.25188376169959337,dyad50-cond1.txt
38,0.8637960429080117,0.8637960429080117,0.5741289997562083,0.5914978957619104,dyad51-cond1.txt
39,0.8304371277532111,0.8304371277532111,0.44040135318288004,0.4746332479575979,dyad52-cond1.txt
40,0.42145474257373494,0.42145474257373494,0.23425426622473283,0.2715658417024964,dyad53-cond1.txt
41,0.8210396470340452,0.8210396470340452,0.4796363708860069,0.4992073342301269,dyad54-cond1.txt
42,0.8084638400411288,0.8084638400411288,0.2613999443468239,0.29883687957006067,dyad9-cond1.txt
